production_batch_id,product_id,mfg_timestamp,quantity_produced,defect_count
BATCH-50147,ART-1465-CLA-XS,2025-12-16 10:00:51,268,2.0
BATCH-50148,ART-1105-OLI-L,2025-12-17 01:00:51,337,0.0
BATCH-50149,ART-1320-CLA-XS,2025-12-25 09:00:51,343,1.0
BATCH-50150,ART-1358-NAV-S,2025-12-16 21:00:51,460,2.0
BATCH-50151,ART-1048-CLA-L,2025-12-20 03:00:51,439,2.0
BATCH-50152,ART-1083-CLA-XL,2025-12-28 09:00:51,235,0.0
BATCH-50153,ART-1303-MID-XL,2025-12-12 04:00:51,243,1.0
BATCH-50154,ART-1403-NAV-L,2025-12-13 22:00:51,332,0.0
BATCH-50155,ART-1363-OLI-XS,2025-12-24 20:00:51,283,0.0
BATCH-50156,ART-1187-MID-L,2025-12-31 16:00:51,465,0.0
BATCH-50157,ART-1089-NAV-XS,2025-12-21 08:00:51,264,0.0
BATCH-50158,ART-1174-OLI-S,2025-12-28 21:00:51,463,2.0
BATCH-50159,ART-1484-MID-M,2025-12-22 19:00:51,304,1.0
BATCH-50160,ART-1403-OLI-L,2025-12-27 18:00:51,479,0.0
BATCH-50161,ART-1338-NAV-S,2025-12-29 09:00:51,239,0.0
BATCH-50162,art-1433-oli-xs,2025-12-30 13:00:51,227,0.0
BATCH-50163,ART-1125-OLI-M,2025-12-15 01:00:51,340,
BATCH-50164,ART-1308-NAV-S,2025-12-30 08:00:51,495,1.0
BATCH-50165,ART-1448-MID-M,2025-12-10 17:00:51,444,0.0
BATCH-50166,ART-1483-CLA-S,2025-12-24 03:00:51,306,0.0
BATCH-50167,ART-1393-MID-XS,2025-12-22 09:00:51,202,0.0
BATCH-50168,art-1481-oli-xl,2025-12-28 02:00:51,467,0.0
BATCH-50169,ART-1049-CLA-S,2025-12-13 16:00:51,273,0.0
BATCH-50170,ART-1446-NAV-L,2025-12-17 13:00:51,284,0.0
BATCH-50171,ART-1381-CLA-XS,2025-12-19 00:00:51,228,0.0
BATCH-50172,ART-1244-OLI-S,2025-12-26 17:00:51,275,1.0
BATCH-50173,ART-1385-MID-S,2025-12-12 20:00:51,494,1.0
BATCH-50174,ART-1432-MID-S,2025-12-25 03:00:51,258,
BATCH-50175,ART-1435-CLA-S,2025-12-13 22:00:51,491,1.0
BATCH-50176,ART-1120-MID-XL,2025-12-29 01:00:51,486,1.0
BATCH-50177,ART-1182-CLA-XL,2025-12-11 17:00:51,206,
BATCH-50178,ART-1365-NAV-XS,2025-12-12 00:00:51,394,0.0
BATCH-50179,art-1315-nav-l,2025-12-23 16:00:51,226,0.0
BATCH-50180,ART-1450-CLA-XS,2025-12-30 05:00:51,208,
BATCH-50181,ART-1132-MID-L,2025-12-13 14:00:51,347,1.0
BATCH-50182,art-1404-mid-m,2025-12-14 12:00:51,310,0.0
BATCH-50183,art-1006-oli-xl,2025-12-10 18:00:51,332,0.0
BATCH-50184,ART-1143-MID-XS,2025-12-22 19:00:51,332,0.0
BATCH-50185,ART-1145-NAV-L,2025-12-12 05:00:51,380,2.0
BATCH-50186,ART-1027-OLI-XL,2025-12-20 06:00:51,297,1.0
BATCH-50187,ART-1201-OLI-L,2025-12-16 19:00:51,297,1.0
BATCH-50188,ART-1156-NAV-M,2025-12-20 18:00:51,267,0.0
BATCH-50189,ART-1060-CLA-M,2025-12-13 01:00:51,434,0.0
BATCH-50190,ART-1429-MID-S,2025-12-27 22:00:51,349,0.0
BATCH-50191,ART-1222-NAV-XL,2025-12-17 19:00:51,200,0.0
BATCH-50192,ART-1278-NAV-M,2025-12-29 13:00:51,496,0.0
BATCH-50193,ART-1105-CLA-XS,2025-12-20 01:00:51,300,2.0
BATCH-50194,ART-1252-MID-XS,2025-12-10 19:00:51,271,0.0
BATCH-50195,ART-1196-CLA-M,2025-12-16 07:00:51,284,
BATCH-50196,ART-1007-NAV-M,2025-12-14 10:00:51,322,0.0
BATCH-50197,ART-1133-NAV-L,2025-12-27 05:00:51,465,0.0
BATCH-50198,ART-1019-NAV-S,2025-12-27 02:00:51,252,1.0
BATCH-50199,ART-1373-NAV-L,2025-12-15 04:00:51,207,
BATCH-50200,ART-1241-OLI-XL,2025-12-14 13:00:51,363,0.0
BATCH-50201,ART-1100-CLA-S,2025-12-27 05:00:51,474,0.0
BATCH-50202,ART-1236-OLI-XL,2025-12-15 15:00:51,271,0.0
BATCH-50203,ART-1416-NAV-S,2025-12-19 18:00:51,280,0.0
BATCH-50204,ART-1322-CLA-XL,2025-12-29 23:00:51,482,0.0
BATCH-50205,ART-1403-CLA-S,2025-12-23 21:00:51,287,0.0
BATCH-50206,ART-1199-CLA-XS,2025-12-17 00:00:51,350,
BATCH-50207,ART-1157-MID-XS,2025-12-12 15:00:51,434,0.0
BATCH-50208,ART-1372-MID-L,2025-12-17 20:00:51,452,0.0
BATCH-50209,ART-1476-OLI-XL,2025-12-25 01:00:51,437,0.0
BATCH-50210,ART-1432-MID-M,2025-12-26 13:00:51,246,1.0
BATCH-50211,ART-1105-NAV-XS,2025-12-20 19:00:51,345,2.0
BATCH-50212,ART-1291-CLA-L,2025-12-20 20:00:51,319,
BATCH-50213,ART-1429-NAV-XS,2025-12-16 23:00:51,256,0.0
BATCH-50214,ART-1288-OLI-L,2025-12-14 16:00:51,237,0.0
BATCH-50215,ART-1105-CLA-M,2025-12-24 21:00:51,437,2.0
BATCH-50216,ART-1420-OLI-L,2025-12-10 20:00:51,304,1.0
BATCH-50217,ART-1169-MID-S,2025-12-16 20:00:51,312,0.0
BATCH-50218,ART-1339-OLI-M,2025-12-12 06:00:51,495,0.0
BATCH-50219,ART-1298-NAV-S,2025-12-31 02:00:51,368,
BATCH-50220,ART-1179-NAV-L,2025-12-22 00:00:51,241,1.0
BATCH-50221,ART-1496-MID-L,2025-12-11 16:00:51,314,0.0
BATCH-50222,ART-1453-NAV-XL,2025-12-25 23:00:51,207,0.0
BATCH-50223,ART-1427-CLA-XL,2025-12-25 20:00:51,418,0.0
BATCH-50224,ART-1159-MID-S,2025-12-14 11:00:51,314,1.0
BATCH-50225,ART-1190-MID-M,2025-12-25 18:00:51,402,0.0
BATCH-50226,art-1416-nav-xs,2025-12-20 08:00:51,471,0.0
BATCH-50227,ART-1148-NAV-S,2025-12-11 03:00:51,239,1.0
BATCH-50228,ART-1071-MID-XS,2025-12-19 19:00:51,396,1.0
BATCH-50229,ART-1242-CLA-L,2025-12-29 17:00:51,359,0.0
BATCH-50230,ART-1421-MID-M,2025-12-16 08:00:51,282,1.0
BATCH-50231,ART-1194-NAV-L,2025-12-20 09:00:51,325,2.0
BATCH-50232,ART-1054-CLA-XL,2025-12-13 10:00:51,377,1.0
BATCH-50233,ART-1250-NAV-XS,2025-12-10 20:00:51,470,2.0
BATCH-50234,ART-1227-CLA-XL,2025-12-20 20:00:51,350,
BATCH-50235,ART-1308-NAV-XS,2025-12-23 16:00:51,289,1.0
BATCH-50236,ART-1360-OLI-M,2025-12-17 23:00:51,298,1.0
BATCH-50237,ART-1010-OLI-XS,2025-12-16 07:00:51,244,0.0
BATCH-50238,ART-1014-NAV-XL,2025-12-25 19:00:51,374,0.0
BATCH-50239,ART-1126-OLI-M,2025-12-24 05:00:51,277,0.0
BATCH-50240,ART-1370-CLA-L,2025-12-28 09:00:51,419,0.0
BATCH-50241,ART-1182-MID-S,2025-12-21 19:00:51,317,0.0
BATCH-50242,art-1391-oli-xs,2025-12-20 22:00:51,393,0.0
BATCH-50243,ART-1012-OLI-XS,2025-12-25 21:00:51,307,0.0
BATCH-50244,ART-1277-OLI-S,2025-12-21 07:00:51,271,1.0
BATCH-50245,ART-1227-NAV-XL,2025-12-21 10:00:51,226,1.0
BATCH-50246,ART-1032-MID-L,2025-12-26 01:00:51,331,0.0
BATCH-50247,ART-1271-MID-XL,2025-12-25 13:00:51,204,0.0
BATCH-50248,ART-1162-CLA-M,2025-12-10 20:00:51,275,2.0
BATCH-50249,ART-1344-CLA-XL,2025-12-12 22:00:51,407,2.0
BATCH-50250,ART-1037-NAV-L,2025-12-25 01:00:51,414,
BATCH-50251,ART-1056-OLI-L,2025-12-22 19:00:51,404,0.0
BATCH-50252,art-1067-nav-l,2025-12-24 14:00:51,230,0.0
BATCH-50253,ART-1316-OLI-XS,2025-12-29 07:00:51,317,
BATCH-50254,ART-1194-MID-M,2025-12-13 17:00:51,377,1.0
BATCH-50255,ART-1016-MID-S,2025-12-24 18:00:51,222,0.0
BATCH-50256,ART-1232-NAV-XS,2025-12-20 21:00:51,300,1.0
BATCH-50257,ART-1187-CLA-L,2025-12-26 15:00:51,240,0.0
BATCH-50258,ART-1165-CLA-L,2025-12-25 03:00:51,406,0.0
BATCH-50259,ART-1368-CLA-M,2025-12-16 07:00:51,471,0.0
BATCH-50260,ART-1008-MID-XL,2025-12-14 21:00:51,453,0.0
BATCH-50261,ART-1454-NAV-L,2025-12-14 08:00:51,411,0.0
BATCH-50262,ART-1483-MID-XL,2025-12-18 23:00:51,279,0.0
BATCH-50263,ART-1269-NAV-S,2025-12-21 17:00:51,364,0.0
BATCH-50264,ART-1210-CLA-XS,2025-12-31 13:00:51,390,
BATCH-50265,ART-1499-MID-L,2025-12-31 07:00:51,487,0.0
BATCH-50266,ART-1162-CLA-XS,2025-12-14 06:00:51,449,0.0
BATCH-50267,ART-1411-OLI-M,2025-12-31 08:00:51,407,0.0
BATCH-50268,ART-1441-CLA-M,2025-12-28 07:00:51,346,0.0
BATCH-50269,ART-1320-CLA-XS,2025-12-26 14:00:51,265,
BATCH-50270,ART-1146-MID-S,2025-12-16 04:00:51,270,
BATCH-50271,ART-1240-MID-L,2025-12-17 09:00:51,274,0.0
BATCH-50272,ART-1490-NAV-XL,2025-12-22 23:00:51,219,
BATCH-50273,ART-1498-MID-M,2025-12-25 12:00:51,414,0.0
BATCH-50274,art-1365-cla-xl,2025-12-22 11:00:51,203,0.0
BATCH-50275,ART-1354-MID-L,2025-12-29 06:00:51,259,1.0
BATCH-50276,ART-1127-MID-M,2025-12-18 23:00:51,352,1.0
BATCH-50277,ART-1482-NAV-XS,2025-12-25 05:00:51,357,0.0
BATCH-50278,art-1417-nav-xs,2025-12-29 05:00:51,293,
BATCH-50279,art-1111-nav-l,2025-12-24 07:00:51,289,2.0
BATCH-50280,ART-1231-MID-L,2025-12-18 08:00:51,375,
BATCH-50281,ART-1322-OLI-S,2025-12-25 22:00:51,245,0.0
BATCH-50282,ART-1464-CLA-L,2025-12-21 12:00:51,390,1.0
BATCH-50283,ART-1235-NAV-XL,2025-12-28 12:00:51,342,2.0
BATCH-50284,ART-1398-NAV-S,2025-12-11 16:00:51,302,0.0
BATCH-50285,ART-1440-MID-L,2025-12-29 13:00:51,390,0.0
BATCH-50286,ART-1377-CLA-L,2025-12-27 22:00:51,309,0.0
BATCH-50287,ART-1139-CLA-XS,2025-12-13 20:00:51,350,0.0
BATCH-50288,ART-1056-MID-L,2025-12-22 10:00:51,344,0.0
BATCH-50289,ART-1499-CLA-S,2025-12-29 05:00:51,332,1.0
BATCH-50290,ART-1345-CLA-M,2025-12-17 21:00:51,469,0.0
BATCH-50291,ART-1268-CLA-XS,2025-12-12 00:00:51,345,0.0
BATCH-50292,ART-1439-OLI-XS,2025-12-27 16:00:51,376,1.0
BATCH-50293,ART-1283-MID-XS,2025-12-26 10:00:51,479,0.0
BATCH-50294,ART-1345-MID-S,2025-12-21 12:00:51,359,1.0
BATCH-50295,ART-1266-NAV-L,2025-12-29 12:00:51,490,0.0
BATCH-50296,ART-1161-MID-XS,2025-12-17 03:00:51,259,2.0
BATCH-50297,ART-1013-OLI-L,2025-12-13 06:00:51,386,0.0
BATCH-50298,ART-1119-NAV-XL,2025-12-28 03:00:51,293,0.0
BATCH-50299,ART-1474-OLI-L,2025-12-30 07:00:51,397,1.0
BATCH-50300,ART-1352-NAV-XL,2025-12-24 09:00:51,466,2.0
BATCH-50301,ART-1095-OLI-M,2025-12-21 07:00:51,221,0.0
BATCH-50302,ART-1482-CLA-M,2025-12-19 14:00:51,258,1.0
BATCH-50303,ART-1449-CLA-L,2025-12-21 11:00:51,422,2.0
BATCH-50304,ART-1229-OLI-XL,2025-12-31 08:00:51,305,0.0
BATCH-50305,ART-1109-OLI-XS,2025-12-23 07:00:51,406,0.0
BATCH-50306,ART-1188-OLI-XS,2025-12-15 11:00:51,298,0.0
BATCH-50307,ART-1189-MID-S,2025-12-15 14:00:51,326,0.0
BATCH-50308,ART-1401-MID-XS,2025-12-25 07:00:51,493,0.0
BATCH-50309,ART-1354-OLI-XL,2025-12-23 13:00:51,460,0.0
BATCH-50310,ART-1072-OLI-XL,2025-12-26 04:00:51,354,
BATCH-50311,ART-1224-CLA-XS,2025-12-11 12:00:51,277,
BATCH-50312,ART-1397-MID-XL,2025-12-26 04:00:51,479,1.0
BATCH-50313,ART-1395-CLA-L,2025-12-24 02:00:51,257,0.0
BATCH-50314,ART-1151-NAV-S,2025-12-20 13:00:51,372,0.0
BATCH-50315,ART-1144-NAV-XL,2025-12-22 06:00:51,394,0.0
BATCH-50316,ART-1180-OLI-M,2025-12-11 20:00:51,372,0.0
BATCH-50317,ART-1308-CLA-XL,2025-12-22 10:00:51,380,2.0
BATCH-50318,ART-1116-OLI-M,2025-12-20 00:00:51,361,2.0
BATCH-50319,ART-1310-NAV-M,2025-12-22 06:00:51,452,0.0
BATCH-50320,ART-1131-NAV-M,2025-12-21 00:00:51,444,1.0
BATCH-50321,ART-1362-OLI-L,2025-12-21 00:00:51,299,0.0
BATCH-50322,ART-1080-MID-XS,2025-12-23 21:00:51,371,0.0
BATCH-50323,art-1451-nav-l,2025-12-21 22:00:51,295,0.0
BATCH-50324,ART-1032-OLI-L,2025-12-19 03:00:51,299,
BATCH-50325,ART-1112-OLI-M,2025-12-27 12:00:51,414,2.0
BATCH-50326,ART-1416-CLA-S,2025-12-12 11:00:51,440,0.0
BATCH-50327,ART-1244-MID-L,2025-12-22 07:00:51,422,0.0
BATCH-50328,ART-1181-MID-XL,2025-12-24 00:00:51,316,1.0
BATCH-50329,ART-1379-CLA-XS,2025-12-19 03:00:51,459,0.0
BATCH-50330,ART-1207-CLA-M,2025-12-25 03:00:51,284,0.0
BATCH-50331,ART-1139-CLA-XL,2025-12-18 23:00:51,462,1.0
BATCH-50332,ART-1140-MID-S,2025-12-23 08:00:51,476,0.0
BATCH-50333,ART-1171-CLA-XS,2025-12-25 22:00:51,258,0.0
BATCH-50334,ART-1109-OLI-M,2025-12-21 19:00:51,328,0.0
BATCH-50335,ART-1120-MID-M,2025-12-22 22:00:51,275,0.0
BATCH-50336,ART-1008-OLI-M,2025-12-14 10:00:51,256,
BATCH-50337,art-1360-mid-xs,2025-12-15 01:00:51,372,0.0
BATCH-50338,ART-1238-MID-M,2025-12-15 16:00:51,370,0.0
BATCH-50339,ART-1110-OLI-M,2025-12-19 02:00:51,460,0.0
BATCH-50340,art-1187-cla-l,2025-12-29 02:00:51,416,0.0
BATCH-50341,ART-1281-OLI-L,2025-12-28 18:00:51,466,1.0
BATCH-50342,ART-1012-OLI-S,2025-12-26 02:00:51,369,2.0
BATCH-50343,ART-1157-NAV-M,2025-12-18 19:00:51,262,0.0
BATCH-50344,ART-1037-NAV-M,2025-12-26 10:00:51,270,
BATCH-50345,ART-1210-CLA-XL,2025-12-16 07:00:51,334,0.0
BATCH-50346,ART-1161-CLA-S,2025-12-16 17:00:51,423,
BATCH-50347,ART-1246-MID-L,2025-12-13 09:00:51,398,1.0
BATCH-50348,ART-1499-CLA-XL,2025-12-11 13:00:51,457,0.0
BATCH-50349,ART-1223-NAV-XL,2025-12-12 18:00:51,330,0.0
BATCH-50350,ART-1378-CLA-M,2025-12-17 08:00:51,268,0.0
BATCH-50351,ART-1172-CLA-XS,2025-12-17 08:00:51,282,0.0
BATCH-50352,ART-1482-NAV-L,2025-12-29 05:00:51,310,1.0
BATCH-50353,art-1219-mid-l,2025-12-12 21:00:51,446,1.0
BATCH-50354,ART-1286-CLA-M,2025-12-18 08:00:51,217,0.0
BATCH-50355,ART-1411-CLA-L,2025-12-11 02:00:51,390,0.0
BATCH-50356,ART-1451-NAV-L,2025-12-26 06:00:51,272,
BATCH-50357,ART-1100-MID-XL,2025-12-13 04:00:51,452,1.0
BATCH-50358,ART-1119-MID-XL,2025-12-11 14:00:51,459,0.0
BATCH-50359,ART-1115-MID-XL,2025-12-18 03:00:51,326,0.0
BATCH-50360,ART-1222-CLA-L,2025-12-23 10:00:51,234,0.0
