receipt_id,product_id,sale_timestamp,units_sold,store_id
3972C3DD,ART-1115-OLI-S,2026-02-04T18:31:52.137844,4,PAR-CHAMPS
23C529F6,ART-1404-NAV-S,2026-02-08T11:15:52.137866,1,PAR-CHAMPS
CFFA56A8,ART-1339-OLI-XS,2026-01-22T17:37:52.137892,3,LDN-OXFORD
FEF78B1A,ART-1007-OLI-XS,2026-01-17T21:17:52.137916,4,NYC-MAIN
3C2936C9,ART-1309-NAV-XS,2026-01-30T20:18:52.137942,1,NYC-MAIN
5E601769,ART-1326-OLI-M,2026-02-02T03:37:52.137968,2,NYC-MAIN
BA1D60C3,ART-1419-CLA-S,2026-01-22T21:24:52.137992,1,PAR-CHAMPS
43DD048A,ART-1173-OLI-L,2026-02-06T11:07:52.138020,3,NYC-MAIN
D6670DA5,ART-1309-NAV-XL,2026-01-10T05:28:52.138047,4,NYC-MAIN
9D48DED1,,2026-01-25T13:21:52.138073,2,PAR-CHAMPS
2A9A58BD,ART-1254-NAV-XS,2026-01-13T04:26:52.138101,2,NYC-MAIN
13B67423,ART-1302-OLI-S,2026-01-11T04:27:52.138129,3,PAR-CHAMPS
4422CE64,ART-1011-NAV-M,2026-01-30T09:18:52.138156,3,NYC-MAIN
30C27711,ART-1243-MID-L,2026-01-29T12:33:52.138183,1,LDN-OXFORD
92772E78,ART-1052-NAV-XL,2026-02-05T02:18:52.138209,3,LDN-OXFORD
73BBE077,ART-1159-NAV-M,2026-02-03T21:23:52.138235,1,LDN-OXFORD
3284C53B,ART-1237-OLI-XS,2026-01-20T16:13:52.138261,4,PAR-CHAMPS
0591BC37,ART-1025-MID-M,2026-02-02T19:23:52.138287,2,PAR-CHAMPS
F35B7908,ART-1416-MID-XS,2026-01-31T14:20:52.138313,2,NYC-MAIN
865591AF,ART-1407-CLA-L,2026-01-26T04:02:52.138341,1,PAR-CHAMPS
DB624C7C,ART-1271-NAV-L,2026-01-26T14:19:52.138370,1,PAR-CHAMPS
7653C8F0,ART-1205-NAV-S,2026-02-02T09:41:52.138398,1,PAR-CHAMPS
C6E500E4,ART-1115-MID-XL,2026-01-27T22:11:52.138425,4,NYC-MAIN
229EAF37,,2026-01-26T08:30:52.138453,2,LDN-OXFORD
8A5ABEC1,ART-1381-NAV-M,2026-02-05T20:21:52.138481,1,LDN-OXFORD
A31B177C,ART-1456-CLA-S,2026-02-08T00:08:52.138511,4,LDN-OXFORD
40D7FC47,ART-1261-MID-XL,2026-01-17T14:40:52.138537,2,NYC-MAIN
0403EF22,ART-1441-OLI-M,2026-01-10T11:00:52.138562,4,PAR-CHAMPS
482536AA,ART-1307-CLA-S,2026-01-20T04:23:52.138588,1,NYC-MAIN
12BDAC5C,ART-1350-MID-L,2026-01-14T11:56:52.138614,3,NYC-MAIN
F766FC0A,,2026-01-17T08:39:52.138640,2,LDN-OXFORD
C9A39101,ART-1385-MID-XS,2026-02-02T00:00:52.138667,2,NYC-MAIN
36DD36A2,ART-1175-OLI-XS,2026-01-28T07:35:52.138707,2,PAR-CHAMPS
D9205305,ART-1260-CLA-M,2026-01-25T18:37:52.138733,4,PAR-CHAMPS
288566E5,ART-1219-NAV-L,2026-01-29T19:21:52.138759,3,NYC-MAIN
0EDB099C,ART-1098-NAV-L,2026-01-21T10:03:52.138785,4,PAR-CHAMPS
ED3697D3,ART-1074-MID-XS,2026-01-30T14:08:52.138811,2,LDN-OXFORD
67892614,ART-1451-OLI-M,2026-01-27T14:17:52.138837,3,NYC-MAIN
2DDB19F3,ART-1362-MID-XL,2026-01-30T23:33:52.138863,3,LDN-OXFORD
0F6C8E9C,ART-1366-MID-XS,2026-01-20T14:34:52.138889,3,PAR-CHAMPS
A7461E1A,ART-1053-MID-L,2026-01-12T11:58:52.138915,1,LDN-OXFORD
CCAE384B,ART-1158-MID-XL,2026-02-01T11:13:52.138941,2,NYC-MAIN
962FE202,ART-1096-OLI-XS,2026-01-17T19:21:52.138968,1,LDN-OXFORD
330EC0AA,ART-1225-MID-XS,2026-01-23T19:22:52.138994,1,NYC-MAIN
9A066809,ART-1066-CLA-L,2026-02-02T07:40:52.139020,4,LDN-OXFORD
B8E8671E,ART-1459-NAV-XL,2026-01-20T17:05:52.139045,1,PAR-CHAMPS
A2BD9C7A,ART-1080-NAV-S,2026-01-23T19:20:52.139071,3,LDN-OXFORD
B0AEF934,ART-1460-OLI-L,2026-01-30T14:12:52.139097,-1,PAR-CHAMPS
A755AE0E,ART-1252-MID-XS,2026-02-04T23:46:52.139121,3,PAR-CHAMPS
5E693A9A,ART-1423-NAV-M,2026-02-03T19:40:52.139147,4,NYC-MAIN
CA0AC7AA,ART-1108-MID-S,2026-01-21T13:58:52.139172,1,PAR-CHAMPS
C7062FD7,ART-1270-CLA-XL,2026-01-25T17:27:52.139198,4,LDN-OXFORD
9162E0A2,ART-1442-CLA-M,2026-02-08T00:18:52.139223,3,LDN-OXFORD
0E4335E8,ART-1455-NAV-S,2026-01-15T20:25:52.139248,4,PAR-CHAMPS
C6137807,ART-1381-OLI-L,2026-01-29T13:29:52.139275,2,PAR-CHAMPS
39A77BFA,ART-1166-CLA-XS,2026-01-15T09:48:52.139301,3,LDN-OXFORD
7CEE11D7,ART-1174-CLA-XL,2026-01-19T07:53:52.139327,1,PAR-CHAMPS
BD4CF3BE,ART-1038-CLA-S,2026-02-03T05:44:52.139352,3,NYC-MAIN
D28ED6AF,ART-1009-OLI-L,2026-01-25T03:36:52.139379,4,PAR-CHAMPS
A6D0A111,ART-1265-OLI-XL,2026-01-10T09:21:52.139405,2,NYC-MAIN
5DABC14F,ART-1159-OLI-M,2026-01-18T19:07:52.139430,1,NYC-MAIN
BB3AD5FC,ART-1265-MID-L,2026-01-19T14:41:52.139457,4,LDN-OXFORD
FC4E90F2,ART-1246-NAV-XS,2026-02-04T07:44:52.139482,4,PAR-CHAMPS
D7900E6D,ART-1432-MID-XS,2026-01-18T12:55:52.139508,-1,PAR-CHAMPS
80901177,ART-1369-CLA-XS,2026-01-19T15:52:52.139532,2,LDN-OXFORD
6D865047,ART-1435-MID-L,2026-02-08T12:03:52.139557,1,PAR-CHAMPS
DB320B02,ART-1157-OLI-M,2026-01-14T17:14:52.139581,4,NYC-MAIN
060C7BF2,ART-1149-CLA-XL,2026-01-18T16:58:52.139604,2,LDN-OXFORD
D8C672AE,ART-1322-OLI-XS,2026-01-23T04:26:52.139626,3,PAR-CHAMPS
5D9577D1,ART-1044-MID-S,2026-01-11T13:40:52.139647,3,LDN-OXFORD
D808DDA0,ART-1191-OLI-L,2026-02-01T11:59:52.139669,4,NYC-MAIN
85DE7CD7,ART-1419-OLI-M,2026-01-13T21:04:52.139690,2,PAR-CHAMPS
4374C470,ART-1119-CLA-XS,2026-01-29T05:41:52.139713,1,NYC-MAIN
AC8BFACB,ART-1388-OLI-M,2026-02-08T08:23:52.139738,3,LDN-OXFORD
48267562,ART-1134-OLI-S,2026-02-06T16:05:52.139761,1,NYC-MAIN
C0634AF5,ART-1034-CLA-XS,2026-01-31T21:15:52.139784,3,PAR-CHAMPS
9099F3C1,ART-1118-MID-L,2026-01-31T09:07:52.139807,3,NYC-MAIN
F50F3B16,ART-1371-OLI-XL,2026-01-30T00:06:52.139830,1,NYC-MAIN
EE6F31A8,ART-1219-MID-S,2026-01-25T22:37:52.139854,3,PAR-CHAMPS
13CCCCE2,ART-1340-OLI-L,2026-01-24T09:10:52.139879,3,LDN-OXFORD
A613B571,ART-1116-CLA-XS,2026-01-26T18:13:52.139903,4,LDN-OXFORD
2B0C2260,ART-1242-NAV-S,2026-01-17T06:49:52.139926,1,PAR-CHAMPS
7A7CDFF3,ART-1425-MID-S,2026-02-07T20:03:52.139950,2,NYC-MAIN
30970A97,ART-1309-CLA-M,2026-01-20T11:16:52.139973,1,PAR-CHAMPS
9D778E6B,ART-1352-OLI-M,2026-01-27T20:04:52.139997,4,LDN-OXFORD
B190619D,ART-1336-CLA-XL,2026-01-10T04:59:52.140021,2,NYC-MAIN
E7DED628,ART-1260-OLI-L,2026-01-20T12:37:52.140045,2,PAR-CHAMPS
844ABCCB,ART-1025-CLA-M,2026-01-10T03:51:52.140068,1,LDN-OXFORD
7CA6B213,ART-1430-MID-M,2026-01-22T06:20:52.140091,3,LDN-OXFORD
9E2C9804,ART-1407-NAV-M,2026-01-10T12:26:52.140115,3,NYC-MAIN
D5101D4B,ART-1175-CLA-XL,2026-01-13T13:18:52.140139,1,LDN-OXFORD
D6A730F5,ART-1487-CLA-XL,2026-01-20T09:12:52.140163,2,PAR-CHAMPS
B44A5F00,ART-1357-NAV-M,2026-01-16T21:38:52.140187,2,NYC-MAIN
8F2D1B5B,ART-1408-NAV-XS,2026-02-01T02:20:52.140211,4,PAR-CHAMPS
69E19DAD,ART-1283-MID-XS,2026-01-12T05:32:52.140234,4,NYC-MAIN
A186FF31,ART-1052-MID-L,2026-01-16T12:25:52.140257,2,NYC-MAIN
793F3DF0,ART-1252-OLI-M,2026-01-31T05:09:52.140280,2,PAR-CHAMPS
166B53B9,ART-1436-OLI-S,2026-01-11T15:05:52.140304,4,PAR-CHAMPS
98EE87F3,ART-1088-MID-M,2026-01-31T16:04:52.140328,1,PAR-CHAMPS
06B11836,ART-1483-NAV-M,2026-01-30T12:48:52.140352,2,LDN-OXFORD
82281C57,,2026-01-25T12:28:52.140376,4,PAR-CHAMPS
219F37D3,ART-1373-OLI-L,2026-01-20T23:36:52.140399,4,LDN-OXFORD
E84B7CFC,ART-1094-MID-M,2026-02-04T08:04:52.140423,3,NYC-MAIN
271D64FD,ART-1332-NAV-S,2026-02-08T02:19:52.140446,2,PAR-CHAMPS
C37CE0CA,ART-1188-OLI-L,2026-01-22T10:55:52.140469,2,PAR-CHAMPS
EABEB53A,ART-1064-MID-S,2026-02-05T22:42:52.140492,1,LDN-OXFORD
B1510506,ART-1007-OLI-L,2026-01-10T21:51:52.140516,1,PAR-CHAMPS
0A91F46F,ART-1309-MID-S,2026-01-21T07:16:52.140540,3,NYC-MAIN
1F7E8BDD,ART-1483-NAV-L,2026-01-09T21:06:52.140564,1,NYC-MAIN
A6FF354D,ART-1333-OLI-L,2026-02-06T11:43:52.140588,3,NYC-MAIN
F214EC7C,ART-1355-OLI-XL,2026-01-28T13:17:52.140612,2,PAR-CHAMPS
00B16397,ART-1158-MID-S,2026-02-03T08:22:52.140635,3,PAR-CHAMPS
69BC2A76,ART-1079-CLA-M,2026-02-03T22:51:52.140659,1,NYC-MAIN
E2EE2545,ART-1332-OLI-M,2026-01-15T21:28:52.140682,1,LDN-OXFORD
FA071A3E,ART-1033-NAV-M,2026-01-10T13:58:52.140704,2,NYC-MAIN
49A78CC6,ART-1234-CLA-S,2026-01-09T22:47:52.140728,3,PAR-CHAMPS
D322AE71,ART-1460-CLA-XL,2026-01-16T17:16:52.140753,-1,PAR-CHAMPS
87E6A079,ART-1114-OLI-S,2026-01-22T15:01:52.140775,2,PAR-CHAMPS
399A6BEC,ART-1207-MID-S,2026-01-21T01:01:52.140798,3,NYC-MAIN
FA5E2B40,ART-1085-CLA-XL,2026-01-28T08:35:52.140822,2,NYC-MAIN
8E9E62A3,ART-1110-CLA-XL,2026-01-24T10:31:52.140846,3,PAR-CHAMPS
496A0F59,ART-1031-CLA-XL,2026-01-16T23:44:52.140870,4,NYC-MAIN
3B7523DD,ART-1281-CLA-M,2026-01-13T06:50:52.140893,2,NYC-MAIN
F55193F1,ART-1433-CLA-XS,2026-01-15T06:55:52.140917,2,LDN-OXFORD
13E17BE7,ART-1429-CLA-S,2026-01-20T14:40:52.140940,1,PAR-CHAMPS
9B52661D,ART-1452-NAV-XL,2026-01-24T23:47:52.140963,2,PAR-CHAMPS
8D968ED0,ART-1436-MID-M,2026-02-03T04:32:52.140986,4,PAR-CHAMPS
9EB04ACE,ART-1473-NAV-M,2026-01-20T03:48:52.141010,4,PAR-CHAMPS
0DCFEB97,ART-1428-OLI-L,2026-01-23T13:29:52.141034,2,NYC-MAIN
65AAB856,ART-1075-CLA-S,2026-01-31T08:42:52.141058,3,LDN-OXFORD
7A170DA6,ART-1114-OLI-M,2026-01-27T15:43:52.141083,2,PAR-CHAMPS
9898C517,ART-1348-NAV-S,2026-01-24T14:10:52.141106,4,PAR-CHAMPS
76FC8AE2,ART-1241-OLI-S,2026-02-03T06:04:52.141129,4,LDN-OXFORD
51DB80F9,ART-1462-OLI-L,2026-02-02T23:52:52.141153,1,LDN-OXFORD
0CD77E40,ART-1103-NAV-S,2026-01-20T11:00:52.141177,1,LDN-OXFORD
E145356C,ART-1216-CLA-XS,2026-01-13T09:51:52.141201,4,NYC-MAIN
30484733,ART-1328-MID-XS,2026-01-23T07:20:52.141224,3,PAR-CHAMPS
304305B0,ART-1490-MID-M,2026-01-23T14:17:52.141247,2,PAR-CHAMPS
34BF16C4,ART-1081-NAV-S,2026-01-22T17:14:52.141270,1,NYC-MAIN
49926B93,ART-1386-OLI-S,2026-01-17T12:13:52.141294,3,NYC-MAIN
C2A83ADA,ART-1290-OLI-M,2026-01-24T00:24:52.141317,1,PAR-CHAMPS
1F48E7CB,ART-1275-NAV-XL,2026-01-25T09:11:52.141340,2,PAR-CHAMPS
2B67B54C,ART-1442-OLI-S,2026-01-22T15:51:52.141364,2,LDN-OXFORD
F1C27D75,ART-1240-CLA-L,2026-02-06T20:45:52.141388,4,NYC-MAIN
1449426C,ART-1354-OLI-XL,2026-01-14T14:08:52.141412,4,NYC-MAIN
7C500054,ART-1264-OLI-L,2026-02-05T14:09:52.141435,4,LDN-OXFORD
D50A484E,ART-1142-NAV-S,2026-01-27T02:25:52.141458,4,PAR-CHAMPS
454492C1,ART-1459-MID-S,2026-02-07T10:27:52.141481,2,NYC-MAIN
B417AC0E,ART-1040-CLA-XS,2026-01-23T15:52:52.141504,1,PAR-CHAMPS
96C6EF8B,ART-1033-CLA-XS,2026-01-10T15:10:52.141529,1,LDN-OXFORD
68A416A5,ART-1174-OLI-S,2026-01-17T17:42:52.141553,1,NYC-MAIN
C7FA8A3E,ART-1472-OLI-XL,2026-01-23T20:43:52.141578,1,PAR-CHAMPS
2A08E337,ART-1224-OLI-L,2026-01-30T20:21:52.141601,2,LDN-OXFORD
A8B5C4A6,ART-1197-MID-L,2026-01-14T11:07:52.141625,3,PAR-CHAMPS
69B8C095,ART-1478-CLA-XS,2026-01-31T11:40:52.141648,1,NYC-MAIN
D01E002D,ART-1100-CLA-S,2026-02-03T07:24:52.141671,3,LDN-OXFORD
DCF13493,ART-1343-MID-M,2026-02-04T15:59:52.141694,3,LDN-OXFORD
230A7897,ART-1439-NAV-S,2026-01-26T01:26:52.141718,2,NYC-MAIN
A13F9163,ART-1048-OLI-XS,2026-01-11T00:32:52.141742,1,NYC-MAIN
AC5C2B57,,2026-02-02T00:24:52.141766,1,LDN-OXFORD
E0024374,ART-1046-NAV-M,2026-02-08T01:15:52.141790,3,NYC-MAIN
71E78F6F,ART-1126-MID-M,2026-01-16T05:06:52.141814,3,PAR-CHAMPS
58E1BC0E,ART-1281-OLI-L,2026-01-29T11:20:52.141837,3,LDN-OXFORD
F896BDA6,ART-1413-OLI-S,2026-01-24T13:53:52.141860,2,LDN-OXFORD
D324B642,ART-1371-OLI-S,2026-02-07T16:35:52.141883,4,PAR-CHAMPS
0757B19B,ART-1290-MID-XL,2026-02-02T05:12:52.141907,4,LDN-OXFORD
139E49D5,ART-1091-NAV-L,2026-01-23T23:30:52.141930,3,LDN-OXFORD
909EAC59,ART-1406-NAV-S,2026-01-25T01:20:52.141954,2,LDN-OXFORD
3FF33A3B,ART-1260-OLI-L,2026-01-11T07:22:52.141978,1,NYC-MAIN
EE513D3A,ART-1064-CLA-XL,2026-02-08T14:52:52.142001,3,LDN-OXFORD
AEDE6F9B,ART-1199-CLA-XL,2026-01-14T16:07:52.142024,1,PAR-CHAMPS
E0B3C2DA,,2026-01-12T23:59:52.142047,4,LDN-OXFORD
FEDC2AF0,ART-1153-OLI-XL,2026-01-25T20:37:52.142071,1,PAR-CHAMPS
30A638A5,ART-1458-MID-XS,2026-02-02T13:56:52.142094,4,PAR-CHAMPS
2C524BE6,ART-1459-CLA-L,2026-01-10T12:32:52.142116,1,PAR-CHAMPS
4656BF80,ART-1167-MID-M,2026-01-10T05:35:52.142140,3,NYC-MAIN
415C2816,ART-1386-OLI-S,2026-01-15T04:52:52.142163,1,NYC-MAIN
EBE37087,ART-1297-NAV-XL,2026-01-16T23:39:52.142186,3,LDN-OXFORD
E00289A2,ART-1375-NAV-L,2026-01-11T23:58:52.142209,1,NYC-MAIN
3570F343,ART-1339-CLA-XS,2026-01-31T04:02:52.142233,3,PAR-CHAMPS
4DBA43E5,ART-1289-MID-M,2026-01-22T16:25:52.142256,1,LDN-OXFORD
071A894C,ART-1277-NAV-M,2026-01-16T20:49:52.142280,3,PAR-CHAMPS
43215F82,ART-1386-MID-XS,2026-01-22T14:46:52.142303,2,NYC-MAIN
A92C8CB7,ART-1188-CLA-S,2026-01-25T22:51:52.142327,4,PAR-CHAMPS
EEDC2FF6,ART-1458-OLI-L,2026-01-20T03:00:52.142349,4,LDN-OXFORD
90B8C2B4,ART-1339-NAV-XS,2026-01-16T23:51:52.142373,4,NYC-MAIN
8FC2EB89,ART-1273-OLI-S,2026-01-13T20:00:52.142396,4,LDN-OXFORD
F00F06AD,ART-1323-OLI-S,2026-01-17T17:38:52.142420,1,PAR-CHAMPS
6C5DFADE,ART-1336-MID-S,2026-01-31T12:30:52.142444,2,LDN-OXFORD
27DFADA7,ART-1286-CLA-XL,2026-01-30T01:37:52.142468,4,NYC-MAIN
76B47693,ART-1148-NAV-L,2026-01-15T23:09:52.142491,4,PAR-CHAMPS
BCC507B2,ART-1236-NAV-L,2026-02-04T21:37:52.142515,4,LDN-OXFORD
066F17B1,ART-1345-MID-S,2026-01-29T11:42:52.142538,3,NYC-MAIN
CC50B1A3,ART-1312-MID-S,2026-01-17T14:17:52.142562,1,NYC-MAIN
EB51C89A,ART-1474-MID-XL,2026-01-25T12:01:52.142585,2,NYC-MAIN
EB08CC67,ART-1458-OLI-M,2026-01-23T12:14:52.142608,-1,LDN-OXFORD
DB1F52E5,ART-1447-CLA-XL,2026-01-22T00:12:52.142630,3,NYC-MAIN
786A94CC,ART-1256-MID-XS,2026-01-17T12:28:52.142654,3,PAR-CHAMPS
CDEEA9C7,ART-1247-MID-S,2026-01-31T20:09:52.142677,3,LDN-OXFORD
A5AE70D3,ART-1481-CLA-L,2026-01-23T02:35:52.142701,2,LDN-OXFORD
C972F487,ART-1047-OLI-M,2026-01-27T20:26:52.142724,1,NYC-MAIN
CCCAAE35,ART-1256-OLI-L,2026-01-18T05:34:52.142747,1,PAR-CHAMPS
8293A429,ART-1001-CLA-L,2026-01-24T06:26:52.142770,4,NYC-MAIN
DFEDC234,ART-1183-OLI-XS,2026-01-16T22:53:52.142793,1,LDN-OXFORD
33591906,ART-1064-CLA-XL,2026-02-01T19:53:52.142816,3,PAR-CHAMPS
6ED77FD7,ART-1306-MID-XL,2026-02-05T13:25:52.142839,2,LDN-OXFORD
743242CC,ART-1176-CLA-S,2026-01-09T19:56:52.142862,4,LDN-OXFORD
1F501D49,ART-1186-NAV-M,2026-01-17T11:15:52.142885,3,NYC-MAIN
